annual_revenue,net_profit,revenue_growth_yoy,profit_margin,documents_count,company_age,funding_rounds,risk_score
1948145,-39652,0.334001899,0.260039672,5,4,5,45.96777309
4088905,-1489071,0.249160567,-0.077460272,6,5,0,56.50678204
3215769,-120197,0.036075933,0.122611491,7,8,1,31.33378314
10728274,890420,0.196446322,0.04100086,7,4,3,52.46755839
40911936,-945638,0.256204001,0.03895094,4,4,0,44.20021563
1922488,-935726,0.241064348,0.036615951,6,8,1,25.42479076
2003809,1015681,-0.00125523,0.016386123,7,5,5,5.673423616
9287322,427021,0.113161858,0.197916738,5,13,1,9.523117687
6464857,549195,0.212310668,0.138960813,5,6,5,5
20722017,-637743,0.284354909,0.081623718,2,12,6,47.670327
5861570,154398,-0.043535339,0.174571103,7,11,1,34.15415761
2282331,-886349,0.200545123,-0.025877028,6,14,3,41.5698221
5901132,1835297,0.237165852,-0.013149359,1,5,0,36.7527715
9906518,2052874,0.321953439,-0.072457741,4,1,6,50.47006131
7425883,-2269281,0.30314291,0.031040982,3,7,3,50.99642321
5429046,-894266,0.289908558,0.091318897,3,6,2,40.77221501
9498787,-1744793,0.124007139,0.0872001,7,2,5,41.86156804
10525333,-475035,-0.008960256,0.090453934,4,11,0,42.58056439
13022106,374843,0.172833669,-0.018773978,8,7,3,65.05209313
6253862,-1674467,0.340195819,0.136220832,9,6,0,5
2765914,-882789,0.387214543,0.096773926,3,5,2,27.93062389
3785595,-1005936,0.305265892,0.1313138,5,8,4,55.57470328
10924395,810900,0.271520899,-0.052493352,4,5,5,59.94224497
1444197,604016,0.265556758,0.10180436,6,11,5,47.6896015
4726394,-582606,0.15326575,-0.003143567,4,2,1,36.68571385
2205933,765231,0.204392765,0.052187372,8,6,5,73.50807474
3364348,-320020,0.420288343,0.117405543,3,14,5,43.2006115
11739289,92517,0.106893039,0.086376552,5,12,3,40.55414782
3957405,3010178,0.413773455,0.020392201,1,1,6,63.97213563
3424399,2510691,0.181356621,0.080439121,6,5,5,48.55992043
839149,-1449371,0.379051853,-0.027207472,5,14,5,56.916944
6894631,1744598,0.051182199,0.160518718,8,6,2,59.025502
6233722,1717094,0.290308504,0.065630119,9,7,6,33.2955108
28438508,-1222394,0.131587584,0.158298496,8,14,2,71.81917262
2402983,1728166,0.050167937,0.043142782,8,2,0,5
4069986,2806897,0.246224085,0.043349681,3,1,0,5
4194915,-1183817,0.341136615,0.026506925,4,6,5,27.7561368
15830567,-876254,0.118607027,0.141332175,4,3,5,32.37950999
2971877,2026492,0.040118085,0.030339819,5,5,1,46.52724445
4321104,907242,0.208978628,0.12512168,9,12,0,27.58999832
6003760,1327214,0.209507761,0.053228332,9,11,3,39.78546898
3939676,1010883,0.285798355,-0.058317431,1,13,5,36.30743189
2091864,1086043,0.333951349,0.040078015,8,2,3,76.08037115
3969259,-1489708,0.212870178,-0.002537575,1,1,5,25.51043813
9565101,2070976,0.442660398,0.082373191,2,1,3,9.705197982
1171135,2254384,0.246908169,-0.003328541,7,13,4,60.14200419
3733921,155913,0.178428819,0.144818257,8,11,3,27.1487818
1623149,434784,0.026611917,0.07362469,1,4,6,38.35006076
10799891,-1796661,0.188480858,0.06756828,3,10,0,28.3688419
712698,1271382,0.179633567,0.12591245,7,13,5,53.26916976
1869306,1358086,0.335236576,0.147473485,9,2,0,15.263058
4766924,406713,0.275498035,0.078593087,8,1,6,5
15642842,2186530,0.078475705,0.026015979,8,6,6,63.32289319
3060992,-1115,0.240670526,-0.044177873,9,14,3,44.45447459
1876277,1346908,0.300583741,0.031976517,3,4,2,59.30759951
21448324,-1029496,0.403363763,0.036795143,8,10,2,62.71981551
768338,464671,0.326500476,0.087494022,1,13,6,23.50360815
362650,238468,0.311301599,0.055839718,8,12,2,41.09196996
5075900,837961,0.227210319,0.128155308,7,7,5,49.09699262
1978690,-54290,0.266597441,0.037091171,8,11,1,38.0507427
1177338,302791,0.369940588,0.076007118,1,6,4,34.38127809
6638233,1739070,0.060066712,0.162879121,6,5,3,36.15427864
4171560,-155146,0.178067281,0.103927765,7,10,1,59.50377168
1859691,-1909865,0.12729175,0.075797372,5,12,2,35.33778049
908632,3124375,0.265498374,0.037863889,5,13,3,50.80413042
7822050,2572181,0.367626661,0.035673802,7,12,1,46.24407047
6263196,-1438394,0.148363086,0.020457072,3,12,0,22.64470591
2960367,1534561,-0.066836524,0.042129519,6,12,2,45.43545081
20720559,-254462,0.170533511,0.132896609,7,2,1,12.30392069
1121205,895230,0.329616848,0.064467821,1,5,5,47.22579826
711033,941336,0.284515588,-0.014484115,2,9,0,56.04010935
1636535,148388,0.27138235,0.203771851,4,9,2,60.18545252
3123341,-675648,0.186400804,0.102397563,8,2,4,22.85157747
4169636,-535811,0.066516312,-0.018486038,6,7,6,30.34922671
2568323,-874287,0.281835319,0.049070575,1,10,2,45.11317373
4648501,-747733,0.119886183,0.087762047,5,14,5,31.43335339
935148,399232,0.482091608,0.199321447,7,4,4,5.28021431
13849568,-573639,0.288460865,0.002432128,6,13,4,30.24946347
3011198,1523078,0.150322204,0.14832285,9,13,4,45.04362949
9992005,2730869,0.14663377,0.17796405,8,3,3,59.21550966
4605332,-370079,0.208846695,0.035994199,4,11,3,70.40575291
5161579,859106,0.191259769,0.060574047,5,1,6,42.24906102
5779150,1249527,0.354020053,0.007458353,7,3,4,50.19690076
5115105,1208003,0.24236994,0.06575772,8,11,6,57.29411184
6216532,613932,0.132204191,0.077438702,5,9,0,5
12349825,1614023,0.446852882,0.1261755,9,14,4,21.65411035
3978920,1223373,0.225917,0.156312843,4,9,1,41.84611966
6642531,-1356493,0.312260761,0.027633275,4,7,4,68.00700763
2988446,1803734,0.147012819,-0.057712754,8,3,3,51.33569317
13799145,1830936,0.263573875,0.078512865,1,13,3,45.93459288
1662125,-644929,0.257333199,0.100547627,8,3,1,35.89398331
19795009,556906,-0.006757915,0.097459238,5,4,1,47.68229435
3140341,1524993,0.461833013,0.057132873,1,7,2,29.26406917
781698,186029,0.374877335,0.088732647,4,7,0,25.96307297
3715799,2109467,0.172336562,0.186081137,2,12,0,27.52713403
1654398,4045808,0.087727631,0.106721392,4,12,0,64.1286672
7577118,-678979,0.261707394,0.05386421,8,14,5,24.87546273
1702104,-1571566,0.230403724,0.044986153,5,2,3,32.82201242
2092388,955727,0.262680274,0.068110335,1,12,0,48.47820217
494083,1582343,0.242989288,0.194571797,7,5,2,24.15667265
2079615,153700,0.280748919,0.06716895,1,7,2,44.07095042
289560,2679890,0.393676684,0.078614396,9,7,0,44.06447548
670713,-1507908,0.288172385,0.04623805,3,6,1,28.75982604
6992961,1539377,0.09404134,0.156928835,3,10,2,35.34195603
7172753,-408791,0.383507542,0.217188608,6,10,6,23.01562678
5002546,3079066,0.416873748,0.111542913,6,12,1,64.88978806
1242981,3488773,0.598246808,0.085794103,6,8,6,44.63668949
3116710,-649984,0.085180716,0.082574798,1,3,3,21.12442458
3257261,-324335,0.249145842,-0.086901475,5,1,5,42.27372549
1026468,1789381,-0.029851844,0.13216056,6,3,2,43.08869492
14700591,-80695,0.286377899,0.089391649,8,11,1,5
7860511,431883,0.154215964,0.109983944,1,2,6,64.1279928
2620919,538082,0.450813495,0.030197646,5,2,0,22.18705398
3358099,-2379509,0.127046204,0.053088018,3,14,6,77.62386437
4026398,479243,0.017298035,0.051228254,2,14,6,54.3152337
424329,-534591,0.163448351,0.151513609,8,2,3,19.71706468
2553109,-239684,-0.017058533,0.053486811,7,5,4,34.34348883
1652856,2665448,0.310131935,0.225786223,7,13,4,56.60712689
1200657,-1384760,-0.027809966,0.110160369,5,1,0,35.72045072
2467953,1719807,0.22341491,-0.009297786,9,10,3,61.20827202
19730703,81555,-0.029337418,0.071001759,5,4,3,33.23076146
6204856,80359,0.181564263,0.034382741,2,14,3,38.58402581
1846534,1685557,0.417205379,-0.073606773,3,10,3,57.10270054
5795444,1010076,0.263277747,0.191962966,4,5,4,50.86103788
13247977,1355919,0.116380767,0.129219978,5,2,1,23.34590613
8241011,1952276,0.216255581,0.117324512,3,5,3,47.81292946
3469879,3037,0.222162025,0.091578256,7,10,1,43.01406599
1711812,-418355,0.276715642,-0.01674123,5,4,6,23.5887983
6571307,-1127725,0.055976996,0.0461468,5,8,6,14.97141412
4845133,-738115,0.291108073,0.138924654,6,1,3,5.235094031
8001929,4923641,-0.104526996,0.006414598,7,12,2,34.70036647
6169768,2367019,0.144413854,-0.097223852,8,5,5,39.02788115
9337533,-1526611,0.161407139,0.064102579,9,14,2,49.08240501
1914112,-1483686,0.295999219,0.070076971,4,14,6,54.76861515
12205461,1222799,0.222715702,0.089489439,5,11,5,32.55054082
3983214,1320897,0.051332434,0.130996305,5,12,2,38.50471575
26043033,1323325,0.101800825,0.124632407,8,10,3,26.34299822
1640993,117566,0.243841601,0.098113886,9,1,1,41.57029157
18549693,311818,0.210511919,0.163687197,7,10,5,57.43315627
3984453,991819,0.150505107,-0.026327885,5,10,4,41.82057115
1704158,628839,0.162299945,0.115320727,3,4,0,60.9398572
2014968,-2828950,0.30354016,0.123857685,1,8,5,57.13206989
2372969,155300,0.157876891,-0.00676936,9,1,5,66.23856104
4996088,-777109,0.209429051,-0.025200943,5,11,4,42.32618378
5514190,762817,0.480392391,0.027784051,9,2,3,30.41625685
1841884,4977888,0.049158084,0.033692099,4,1,2,51.18220341
3190363,1051222,-0.002221128,0.132739362,5,11,2,33.28774606
27847962,29705,0.31403076,0.036982285,4,7,6,50.61732951
18394148,1882702,0.138562833,0.020055604,2,2,1,28.06954048
5057200,1224031,0.181811497,0.037185638,1,1,3,25.08869466
3395642,1130141,0.126261235,0.158304263,8,12,4,61.8960277
3685922,1410275,0.188823983,0.080913036,4,6,3,21.77366025
6037605,3584815,0.411824573,0.067452428,5,6,3,58.40046002
1175503,-1196332,0.316255415,0.072299615,6,10,2,50.54855746
2527202,1210448,0.323466821,0.170444223,8,2,4,41.69735622
616254,-889571,0.050052753,0.027557979,8,1,0,5.932392656
4873013,1333268,0.081861552,0.17208558,7,14,5,66.74186419
6244401,-878029,-0.120689439,0.094734741,4,10,2,23.17288597
2016378,-126050,0.122874301,0.068770643,6,3,4,57.15676519
15775785,57365,0.334804382,0.255063035,4,10,1,27.56306557
959564,1963725,0.282033582,0.006105236,7,14,5,26.11906217
755870,1877681,0.193418408,0.055241997,1,5,5,52.03509001
4091621,-1368576,0.217323966,-0.006270187,5,6,2,49.69237066
9314643,582401,0.137333735,0.146672338,4,3,6,19.38824415
17609123,-564369,0.244571066,0.198243225,7,9,1,65.86166417
2065981,-1387757,0.311905394,0.196894595,9,11,2,36.29117802
9613518,174474,0.026093586,0.165676413,5,5,3,41.24071601
3145525,37275,0.255957723,0.066166567,4,13,6,34.65260277
2750718,4140074,0.331892185,0.054433132,9,2,4,20.1502496
7910170,1149439,0.170187965,-0.036981884,5,10,1,53.23404031
6276498,-1566426,0.304084073,0.222511147,9,6,5,45.21191251
675769,-347161,0.557758533,0.112828465,8,12,2,25.5084728
14311018,2032074,0.207478865,0.045563017,4,8,5,56.99439994
12995209,3632664,0.267196846,0.172963982,7,11,1,40.98706494
1748794,-1878974,0.13143315,0.011906484,5,6,5,41.3747863
4856378,-2319886,0.24175014,0.108463542,4,4,2,71.97733644
5357618,3306447,0.275232595,0.067915961,5,6,6,11.05600375
4242544,1084421,0.243381081,0.1247074,5,8,2,10.81832963
1885483,-802439,0.097636562,0.075549852,9,8,0,14.87190881
1670070,1301943,0.244763413,-0.021564952,9,13,5,46.5453982
3186538,-3453621,0.395463513,0.085290346,6,10,0,33.53721551
10561533,505063,0.273836292,0.15342049,4,2,6,34.96816386
5629888,991731,0.335438463,0.077954852,2,8,0,23.03650459
2256635,1886405,0.191558564,0.134258059,3,6,5,69.97452293
7072317,-1020843,0.309988029,0.006812936,2,2,1,76.01832346
189369,628530,0.253512141,0.078161744,5,1,3,56.18028213
10311452,-888136,0.105890712,0.036284268,6,6,6,12.86885789
573943,883075,0.258222521,0.132288659,5,13,2,31.23585657
2275155,-843019,0.1009964,0.082204409,2,7,4,54.89430042
1066966,-112151,0.144054367,0.128305157,5,14,6,39.17507174
895662,-993723,0.242719397,0.15613973,9,14,0,56.23996802
10436572,1476704,0.255669313,0.1284133,4,10,1,62.46067671
2047845,1787676,0.077292104,0.09911829,2,5,5,74.32952308
4622766,148069,0.346478293,0.010125142,3,14,1,28.21242714
3119175,557356,0.288640753,0.079804972,3,10,1,41.46312905
5267365,-1672887,0.135432588,0.042683672,9,8,5,32.06626039
3530047,50485,0.035489824,0.055915523,4,11,4,5
906193,424693,0.202611451,0.053782609,1,13,5,52.62857916
8852998,4431189,0.166486754,0.01140521,1,12,4,50.14195242
1995177,-1167950,0.233576855,-0.057013701,7,9,5,30.15712924
689290,2696265,0.176426001,0.033229987,7,4,0,11.23500115
2130537,1995288,-0.020894823,0.093536562,2,7,4,33.08578134
14661855,920954,0.173398367,-0.014372393,9,8,0,53.16027979
7650042,3137930,0.183325707,0.081097757,9,13,6,64.07199184
2306744,1058158,0.296039323,0.21301879,5,6,4,27.17358407
2305348,1083738,0.136216039,0.151613959,3,2,4,59.93853435
2369915,420319,0.421440961,0.195047906,3,7,5,51.20447649
26081791,2335353,-0.009396866,0.107378951,3,13,4,47.43821345
4789494,2144703,0.3773401,0.161725688,6,9,0,16.71606138
5025530,-438515,0.193081723,0.029322469,4,5,6,17.49828142
9159328,-1478870,0.323150185,0.034896181,8,2,5,25.04585266
4150706,195529,0.229576178,-0.111739814,5,4,2,34.12502468
2522996,-700057,0.356746664,0.163030183,1,3,6,72.41342925
2686232,404713,0.173516564,0.187822679,9,4,6,28.07976819
3043134,2356157,0.088165549,0.041277593,1,10,0,53.88252546
3149573,-185952,0.390460514,0.062223381,6,7,6,31.63426171
6767413,435764,0.206382322,0.027229652,1,10,2,48.50873163
3443317,587034,0.246587017,0.106785749,3,8,1,38.86633902
6801407,1772646,0.36817023,0.158745278,5,1,5,43.18641632
3015521,-2870334,0.096165371,-0.041994038,7,13,1,46.65306633
3536454,-410050,0.291458908,0.108660697,8,8,5,35.5097685
443210,816925,0.149212629,0.060632976,9,5,6,46.74035273
8172845,2300118,0.204139677,0.087937607,6,12,5,62.21048491
4622695,-237853,0.228673476,0.11212958,9,7,0,26.42592252
8868445,-2314829,0.039973377,0.066825829,8,11,2,61.34558481
180546,1429567,0.126539555,0.07274892,9,11,5,35.2263459
26386806,-453043,0.382128747,0.065028738,4,1,2,33.32213859
2843113,-1284499,0.326342943,0.147922134,9,2,5,52.5920685
9901361,-436518,0.212483251,0.109313197,7,1,2,33.8591347
1155558,223211,0.249174815,0.095440848,5,5,1,45.74504651
6033114,-407116,0.184690899,-0.00896662,5,14,0,44.06346234
1140052,-2808349,0.382790006,0.053499418,1,14,5,5
1751934,1845599,0.195957691,0.142906841,2,6,3,47.51653148
22165140,2412312,0.247821051,0.08263876,3,10,2,14.06016938
2701499,1477282,0.357523617,0.126167203,8,9,2,15.43213165
4063002,-1206528,0.126715422,0.203655826,6,8,3,46.59634742
7803381,197762,0.407054702,0.152702425,5,7,0,49.65861581
5366475,490218,0.036344631,0.086521084,1,12,2,61.69089022
3799647,1398191,0.415557056,0.044230758,9,5,0,20.39138342
4708881,1502510,0.17527893,-0.098748472,3,14,2,26.65697792
36158245,-601260,0.19087615,0.068213055,3,3,6,48.35858429
3085984,622993,-0.006801221,0.057179125,2,9,4,62.03699427
3997177,1185920,0.165424634,0.107325634,4,13,6,43.45914626
9347826,2683733,0.095223216,0.069226634,2,5,2,24.19601891
9875089,1556759,0.147082439,0.057573046,9,3,4,67.11550642
10713661,1683585,0.203522684,-0.044557925,7,3,5,35.27740246
6191761,625739,0.334934994,0.014202252,8,3,0,35.83838875
1042357,2615688,0.244912402,0.113365573,3,14,2,14.15474699
16742007,1114644,0.256921198,0.200113534,6,6,1,53.03357815
1038880,-791631,0.088537673,0.073173223,6,1,1,55.34690061
4424356,2605054,0.114309509,0.102946775,1,11,3,27.29504176
1537585,1546854,0.435847002,0.146673471,6,4,1,71.52172706
3065930,-164566,0.131775876,0.023237424,3,13,4,29.43168903
4541475,-219239,0.41874499,0.105676983,3,8,1,51.25458062
4507968,944863,0.190832656,0.028165693,3,3,1,44.0256857
4984884,1194777,0.220274552,0.140537711,8,5,1,5
16415084,795938,0.348443819,0.090598213,5,2,2,49.7902627
5144991,966963,0.372627091,0.100891627,4,2,3,48.17424363
2560833,3049936,0.206702493,0.025218098,9,11,0,8.205112049
8572647,2107314,0.173410834,0.129492265,9,13,3,67.45599893
10739837,785953,0.213289546,0.225929904,1,7,4,48.24739174
957798,1911965,0.260554903,0.009446181,2,10,2,62.3092204
5941071,-1048785,0.326956442,0.056216869,8,3,5,9.11007017
6590717,1096890,0.220507583,0.096212523,5,5,2,32.61221867
2427655,3213959,0.294266356,0.135048435,7,3,6,61.25084511
12938356,172931,0.416603168,0.04083176,1,6,1,11.77075559
2813512,-771450,0.265757153,-0.11831212,5,13,1,33.14001721
3706417,-478133,0.257398343,0.175143265,3,10,4,47.31702831
2749495,-1134449,0.037730701,0.133235428,2,3,5,5.897554064
3320344,-677142,-0.095687616,-0.042006327,2,8,6,16.21498438
1092222,-55762,0.266605088,0.037470185,9,2,2,64.87751623
774481,-1608350,0.208621092,0.18977277,4,3,5,41.07630291
16102821,523427,0.158226079,0.181345749,4,8,0,61.18060169
1401478,1853415,0.249223625,0.145704802,7,8,3,43.27772073
1213000,-861634,0.212751552,0.06767213,2,1,2,84.20613587
379500,2778925,0.35533363,0.085809119,3,8,5,47.8971811
1725518,1266188,0.230333304,0.070835194,3,10,0,62.85602093
870575,2045870,0.130369206,0.158976785,6,2,0,35.57044414
16886333,-486751,0.338819949,0.018691032,3,12,6,43.79313295
8973775,1781787,0.193944271,0.023594024,5,7,6,51.55367399
1642696,-1137900,0.283184402,0.150719221,4,6,3,54.54051625
31091213,1835371,0.162710715,0.076894698,3,2,0,39.29816315
8725544,757759,0.142020774,0.176492715,8,5,4,40.04939901
2362352,1329876,0.230100188,0.032994146,3,7,0,49.03455564
268496,-1263391,0.221539437,0.076165515,6,8,5,49.0227362
32311784,-842604,0.277579244,0.015431091,7,3,6,21.54894884
814579,1395842,0.18776251,0.080515388,7,1,4,44.04930073
630709,-922522,-0.000363174,-0.023498286,2,13,6,45.77393068
9088954,1194809,0.168067134,0.045865661,3,7,6,22.42627317
37496284,-1550706,0.315258216,-0.020537771,4,13,6,56.30668299
13049662,1772261,0.18431487,0.128574626,7,5,0,47.42940322
5745394,-1348784,0.190433992,0.130161254,2,5,1,81.95168764
5925373,1328449,0.338365181,-0.041118391,3,7,0,39.53175678
7674514,1438446,0.134563213,0.173372002,7,1,6,60.44999951
6982576,-545157,0.034863614,0.254819059,7,8,4,49.70426029
4330490,1373039,0.200724266,0.083220447,3,12,0,74.58591148
3628032,890663,0.161899126,0.035122002,1,14,6,22.54034637
3070671,-308262,0.104050442,0.277703141,3,10,6,31.08434791
1538064,-1012832,0.198954585,-0.012327795,5,5,0,23.15726587
2469002,-2443938,0.278980678,0.081407453,7,8,0,38.59748311
601416,1024475,0.218885373,0.092573559,4,10,4,19.75496245
2962844,-1847204,0.256837729,0.174160333,1,10,0,12.53048967
1216403,643016,0.437608924,0.105181728,6,5,3,5
1084262,104827,0.178854537,0.045095627,2,12,5,5
3913310,1518714,0.253401836,0.013417094,3,7,3,51.81505043
13150920,46931,0.158894396,0.056072473,4,10,4,31.80211151
8189116,5828,0.118436834,0.009515085,6,3,1,17.7924629
679762,1597806,0.149811082,0.083347772,6,2,3,28.13656663
1215142,1002587,0.162548971,0.040506267,7,6,6,30.49774695
8375080,974233,0.263137096,-0.024582646,5,5,5,22.63719622
1223850,1203901,0.501889094,0.167860205,7,9,2,68.8999089
2611321,-1803358,0.134074788,0.045162923,2,10,5,65.50292025
5666329,1635183,0.170004963,-0.008769576,1,4,3,68.59281728
1241282,1418703,0.212425238,0.068221861,8,11,2,43.22553498
3632295,-1025024,0.267495862,0.08478601,1,3,4,45.04836076
861107,133879,0.251626097,-0.042252671,2,9,5,28.25294697
1791622,441039,0.374091495,0.103215337,6,8,1,24.75272009
4500872,298254,-0.071167048,0.00669897,1,6,2,40.39106047
664643,1000789,-0.066431584,0.199772017,3,1,2,51.74240845
5078237,2647050,0.160494619,0.116677236,7,14,5,61.52382673
3205447,2122650,0.351676023,0.052007001,8,10,3,30.17219542
5680159,-1468328,0.032122236,0.027838256,4,13,2,17.45079072
4089421,1433104,-0.140915881,0.07265226,3,12,4,53.21172976
12789568,2493399,0.288541529,0.122895352,1,11,5,7.273416072
3705113,1080212,0.249238867,0.078215411,9,1,4,39.29420976
2127790,2136470,0.089174991,0.064798884,6,12,5,41.60748326
3694284,3518405,0.101735248,0.08408592,6,6,4,33.18181958
5628187,2035564,0.103630754,0.037729875,9,13,3,12.18558805
3432708,873962,0.233264238,0.055975585,1,3,5,33.41900184
3404442,2067632,0.144842167,-0.066005471,6,3,6,69.56576412
1620116,717331,0.27928767,0.148160836,5,6,1,50.65098882
1684701,535854,-0.1225552,0.100915845,6,13,3,60.91086284
804032,-27121,0.117177776,0.025858091,8,3,4,18.09036711
18803935,2845120,0.084873525,0.212911449,5,13,5,44.60274278
942354,-727642,0.189239119,0.086091154,2,11,3,41.59012633
1634904,2798551,0.155434269,0.00746995,2,10,4,41.93869812
1593737,1249796,0.315741254,0.13997162,5,6,0,50.00522679
7999778,-1598959,-0.003120413,0.107863375,3,5,0,42.65180502
2434009,1051473,0.225458977,0.107620599,3,4,2,18.58973668
11384257,-2650039,0.287000371,0.050197108,8,8,1,51.03857288
1666955,1438262,0.442797692,0.111534701,7,2,0,55.13591704
4320985,1827847,0.162188083,0.06167692,1,12,6,63.75062147
1417851,-388533,0.258935033,0.118915902,5,14,4,64.54575119
27928245,685321,0.003536465,-0.053346112,9,11,3,48.5757952
996895,3431236,-0.067034745,0.049628858,4,7,5,19.42893205
4456261,-258620,0.321372925,0.200550857,1,4,3,12.47109098
6161167,-1088361,0.219332765,0.026305278,8,2,2,35.91231508
4944562,2722495,0.361421523,0.037731319,5,7,3,56.55047754
2716112,3443880,0.055191653,0.048642706,2,13,0,55.39063123
2871023,505543,0.282388257,-0.00503643,1,1,3,44.93198672
3415421,2017194,0.444258141,-0.074579654,3,4,0,39.3419337
2822117,2512213,0.270364673,0.063858952,9,9,0,74.26723404
8570864,-613726,0.253189781,0.08951016,1,14,1,50.33257377
29815024,-227958,0.22102673,0.076324645,4,4,2,38.42908462
1871981,2346311,0.031494225,0.069858501,8,12,6,28.38206157
830843,3027521,0.382668752,0.083012861,8,13,6,21.84510428
2992793,1344321,0.146697083,0.151598903,8,3,4,20.07284774
43129136,-819721,0.280537991,0.066668767,8,10,6,21.84711839
1463476,3480591,0.032435883,0.03981422,4,10,0,45.05713804
16837461,-296456,0.07846484,0.060321216,8,2,5,39.67474611
17499814,-2706,0.392210488,0.120554273,9,14,2,34.13353428
1879303,1013506,0.178323725,0.178841881,7,3,4,53.25660283
5774620,2831240,0.394393057,0.036029938,2,1,6,72.56514882
16657924,1780963,0.210612321,0.086925365,9,10,6,25.17975515
2237505,1122298,-0.001027733,0.103685021,8,8,5,27.86285122
2666879,1194932,0.327048112,0.01051954,5,1,3,5
1827243,565272,0.149212922,0.081429202,3,3,2,39.52604496
1184988,1337209,0.303842658,-0.02259717,7,14,5,37.70282977
1707810,-3294340,0.223025304,-0.043833521,2,3,6,56.07022441
961317,55088,0.034825813,0.105672249,3,13,2,38.43737097
3382357,861982,0.239715372,0.053128768,9,2,2,29.41403264
1513638,-1226521,0.483546777,0.094159629,4,14,6,43.46834336
4129991,1079484,0.279158375,0.078747352,4,5,3,50.02723046
689763,193293,0.21309787,0.011651997,3,10,3,10.88087694
4551103,3133213,0.349041208,0.076832199,5,3,6,58.12403783
7523401,2859529,0.245280216,-0.006317091,3,3,2,63.51345016
445193,-198708,0.245144108,0.177368065,9,8,5,49.85419254
4751907,273743,0.089004979,-0.014917924,3,4,1,23.17800891
11158019,389078,0.248061763,0.066295031,2,4,0,34.13152231
975162,-177489,0.34425321,0.007040989,5,3,3,61.29174092
17410297,792537,0.119672542,0.119929482,6,11,6,22.39202463
4970440,-637423,0.390939499,0.056799804,1,1,1,51.31558674
1615230,-1195923,0.208995277,0.04369333,6,8,3,39.08610383
3091697,1434066,0.113467659,0.139724108,3,1,2,42.88347849
5713411,1444294,0.339715849,0.082060141,4,7,6,24.95611341
3527166,-706473,0.185584692,0.116165111,6,5,1,45.95195713
5602682,1843033,0.311141786,0.011307184,8,4,6,44.66336327
1301888,-447366,0.184988964,-0.018337186,9,4,5,12.83154537
3872306,879747,0.212820863,0.087504557,6,8,5,39.9200099
795149,1730516,0.279227225,0.057680755,7,11,4,51.05014883
2924909,449581,0.254907647,0.123850427,5,11,0,33.06490149
1323899,1182111,-0.019463814,0.074406408,9,13,0,5
1566681,-274644,0.085450751,0.094355274,4,14,3,37.93329895
11252413,205300,0.331529198,-0.033636777,6,6,0,66.3964228
9735700,191210,0.204143609,0.212190586,5,14,6,33.79954919
6011219,-619867,0.157152244,0.068503061,1,12,6,65.71571949
1096558,234838,0.056971118,0.128831088,5,1,4,25.37756399
2382334,-1822927,0.090431641,0.021473583,5,14,5,19.10252838
10996611,-236730,-0.022615837,0.101560693,9,10,1,39.90815252
3766726,72686,0.207846314,-0.011199133,1,8,1,25.19358938
33242161,115730,0.14818749,0.111644749,5,13,5,45.93743928
4844321,137753,0.104009453,0.055081814,7,14,2,33.29372462
3961166,407353,0.211825189,0.082043335,6,2,5,66.53050681
2399770,1219162,0.263676476,0.128858182,6,6,1,32.04998552
3736055,1811775,0.471183752,-0.006277822,7,9,3,41.61526528
2806728,-474647,0.03857399,0.032085579,6,1,4,50.73404311
6636588,-1304801,0.359125725,0.1120127,5,6,5,57.21368871
8509572,-1063066,0.336772187,0.226875503,5,8,2,66.63356853
1489588,-230804,0.126508871,0.070334237,9,10,3,35.77246118
863515,-27881,0.244388315,0.121379528,8,13,5,32.81245422
521150,-654994,0.16508401,0.072511997,4,2,3,5.549499414
5432941,-1444174,0.24228263,0.215957192,4,5,5,76.75080685
1084504,-184181,0.401095722,-0.042305517,5,6,3,46.49735375
379689,772139,0.292672748,0.086623473,3,5,6,53.53254518
4821417,1392544,0.281033005,-0.033788082,8,3,0,50.00311975
39546965,-336134,0.168362882,-0.09546001,7,4,3,40.89162789
3249231,-119496,0.0419132,0.100822344,5,7,6,46.30634645
7560824,-890047,0.194983815,0.089764846,3,4,0,29.92607591
3547768,452841,0.364792979,0.060061414,5,9,1,34.56222429
2961215,-772642,0.036739857,0.072566414,3,11,0,22.89629559
8195341,1359691,0.093389276,0.29688096,5,12,3,68.03039135
2445415,-2178799,0.235152128,0.06192774,1,14,4,50.10665818
4271144,-39444,0.101841426,0.115708705,6,13,4,75.57110644
4509504,951661,0.124897186,0.034544463,4,13,1,81.33489843
1675981,775751,0.16916817,0.10066628,4,10,3,14.72518769
8815678,4539550,0.056125911,0.063323643,8,2,0,57.73411071
2744310,1024700,0.103105378,0.051263706,2,5,4,15.55665381
1535328,-1006081,0.30441135,0.207322897,4,8,5,43.19351479
5590111,356803,0.063115626,0.162402947,2,14,2,45.66513046
1331121,-2164369,0.028255344,0.089572265,1,5,3,16.83100932
3362452,379100,0.144397002,-0.081294836,3,10,6,26.72466996
3239342,-749584,0.30783466,0.054729354,8,12,6,46.48632656
9683128,1873085,0.196369383,0.26921193,6,8,5,43.17341258
5255040,-324310,0.164250271,0.063853683,7,8,5,21.66931186
3188219,324851,0.225323056,0.15722523,2,9,3,27.43544027
7405742,-453336,0.010515108,0.180935968,6,10,2,13.15407481
13127338,3108277,0.279364678,0.095327474,8,6,4,18.34737618
5710460,18135,0.266012204,0.021072486,8,12,2,33.31443259
