company_id,company_name,country,industry,founded_year,company_age_years,stage,report_year,annual_revenue,gross_profit,net_profit,ebitda,revenue_growth_yoy,profit_margin,current_ratio,debt_equity_ratio,cash_balance,burn_rate_monthly,runway_months,previous_rounds,total_raised,last_round_amount,founder_ownership_pct,founder_experience_years,num_founders,has_board,has_audited_financials,monthly_active_users,monthly_revenue,customer_count,churn_rate,contracts_value,patents_count,financials_complete,documents_uploaded_count,fraud_flags,market_growth_pct,competition_index,country_risk_score,previous_disbursements_count,last_onchain_tx_age_days,onchain_event_count,team_changes_last_year,founder_criminal_flag,kyc_verified,investor_interest_score,success_count,failure_count,success_rate_pct,label_default_12m
C100168,Company_169,Brazil,Manufacturing,2008,17,seed,2025,109.42,7.62,14.59,7.62,0.081,0.133,2.73,1.411,29.39,100.0,0.29,1,7017.39,62991.23,46.68,4,2,0,1,528,9.12,36,0.065,35.33,0,1,1,0,0.159,0.131,0.721,3,176,5,3,0,1,0.258,2,1,69.23,0
C100169,Company_170,Bangladesh,Dairy,2005,20,series_a,2025,72.5,3.5,-14.39,3.5,-0.614,-0.199,1.62,2.942,13.17,100.0,0.13,0,0.0,0.0,23.65,16,1,0,1,473,6.04,45,0.03,0.5,0,1,2,0,0.045,0.768,0.183,2,244,4,0,0,1,0.287,0,3,53.85,0
C100170,Company_171,Brazil,Dairy,2023,2,seed,2025,32.11,6.15,-1.52,6.15,-0.184,-0.047,1.32,2.887,14.51,100.0,0.15,2,180343.1,52497.89,43.9,16,3,0,1,485,2.68,54,0.086,18.42,0,1,5,0,0.144,0.129,0.271,0,243,1,3,0,0,0.081,1,3,57.14,0
C100171,Company_172,India,Logistics,2006,19,seed,2025,60.13,3.03,-4.35,3.03,0.457,-0.072,1.63,1.273,5.22,100.0,0.05,1,91602.04,78354.27,14.17,31,1,1,0,509,5.01,56,0.013,11.69,0,1,4,0,0.123,0.672,0.481,1,14,1,3,0,1,0.177,1,6,47.06,0
C100172,Company_173,Bangladesh,Software,2002,23,series_a,2025,88.23,3.81,-7.27,3.81,-0.283,-0.082,0.9,0.938,5.46,100.0,0.05,1,156315.49,79956.71,37.48,15,3,0,0,487,7.35,55,0.042,0.07,0,0,4,0,-0.005,0.33,0.612,3,104,4,4,0,1,0.328,1,2,61.54,0
C100173,Company_174,Nigeria,Dairy,2002,23,seed,2025,10.96,1.11,1.96,1.11,0.009,0.179,1.45,1.254,3.05,100.0,0.03,1,185805.26,59270.02,25.48,12,1,0,0,478,0.91,44,0.061,2.44,0,1,4,0,0.128,0.257,0.311,2,27,1,1,0,1,0.095,0,2,58.33,0
C100174,Company_175,USA,Fintech,2018,7,seed,2025,55.9,0.97,-4.12,0.97,-0.091,-0.074,1.57,1.975,7.78,100.0,0.08,1,192759.75,59357.61,12.33,20,4,0,1,505,4.66,58,0.008,7.96,0,0,5,0,0.099,0.424,0.288,2,32,3,4,0,1,0.177,1,4,53.33,0
C100175,Company_176,USA,Software,2019,6,series_a,2025,32.43,0.52,-1.41,0.52,0.087,-0.044,0.72,1.772,9.85,100.0,0.1,1,105726.57,50969.21,10.57,36,3,0,1,499,2.7,54,0.05,16.19,0,0,5,0,0.047,0.167,0.205,0,234,5,4,0,0,0.127,2,1,69.23,0
C100176,Company_177,Kenya,Manufacturing,2009,16,series_a,2025,13.04,0.83,1.63,0.83,0.031,0.125,1.63,0.048,0.88,100.0,0.01,0,0.0,0.0,43.39,32,2,0,0,508,1.09,46,0.04,3.92,0,1,1,0,0.077,0.125,0.068,7,33,3,4,0,1,0.461,1,2,61.54,0
C100177,Company_178,USA,AgTech,2005,20,growth,2025,11.42,1.33,1.56,1.33,0.154,0.137,0.52,2.34,3.85,100.0,0.04,0,0.0,0.0,28.39,13,2,0,0,504,0.95,38,0.005,1.27,0,1,1,1,0.042,0.554,0.522,2,219,5,0,0,1,0.143,4,0,78.57,0
C100178,Company_179,Nigeria,Logistics,2017,8,series_a,2025,8.72,1.02,-1.0,1.02,-0.346,-0.114,1.61,0.103,1.45,100.0,0.01,2,131279.48,10866.73,35.47,4,2,1,0,500,0.73,41,0.018,4.94,0,1,0,0,0.087,0.284,0.417,5,281,1,1,0,1,0.141,1,4,53.33,0
C100179,Company_180,Canada,Logistics,2012,13,seed,2025,59.19,2.03,-6.45,2.03,0.414,-0.109,2.11,0.264,26.51,100.0,0.27,0,0.0,0.0,48.54,35,2,0,1,541,4.93,59,0.1,33.06,0,1,3,0,-0.006,0.281,0.167,1,342,5,3,0,1,0.088,4,0,78.57,0
C100180,Company_181,Brazil,E-commerce,2019,6,series_a,2025,45.15,6.21,2.63,6.21,-0.166,0.058,1.43,0.787,17.26,100.0,0.17,1,77836.33,70492.77,14.95,32,2,0,1,501,3.76,53,0.123,2.62,1,1,4,0,0.128,0.203,0.049,2,68,0,0,0,0,0.16,2,1,69.23,0
C100181,Company_182,Canada,Retail,2006,19,seed,2025,2.94,0.02,-0.44,0.02,-0.187,-0.15,1.9,0.065,0.78,100.0,0.01,2,394011.3,14688.27,36.32,21,2,0,0,495,0.25,53,0.021,0.91,0,1,3,0,0.081,0.423,0.347,6,52,3,1,0,1,0.114,0,2,58.33,0
C100182,Company_183,UK,Fintech,2014,11,series_a,2025,11.2,1.05,-0.73,1.05,0.298,-0.065,1.33,2.265,1.92,100.0,0.02,2,248741.88,43864.33,13.94,18,1,0,0,499,0.93,50,0.004,6.29,0,1,3,0,0.068,0.171,0.287,5,68,0,4,0,1,0.379,1,3,57.14,0
C100183,Company_184,Brazil,Energy,2005,20,growth,2025,27.23,2.26,5.03,2.26,0.572,0.185,2.88,0.734,10.23,100.0,0.1,0,0.0,0.0,53.21,26,3,1,0,488,2.27,52,0.058,3.24,0,1,4,0,0.024,0.607,0.522,6,260,0,0,0,1,0.389,2,0,75.0,0
C100184,Company_185,Germany,Software,2003,22,series_a,2025,53.54,0.81,-10.03,0.81,-0.033,-0.187,1.18,0.6,6.62,100.0,0.07,1,88717.94,41380.61,25.06,26,1,0,0,511,4.46,58,0.08,15.45,0,0,5,0,0.089,0.344,0.349,7,205,2,0,0,1,0.229,0,2,58.33,0
C100185,Company_186,Nigeria,E-commerce,2007,18,series_a,2025,3.62,0.46,0.42,0.46,-0.601,0.116,1.23,2.468,0.84,100.0,0.01,1,54937.24,12913.7,12.61,3,3,1,0,518,0.3,42,0.056,0.74,0,1,2,0,0.026,0.343,0.82,0,346,3,3,0,0,0.123,0,4,50.0,0
C100186,Company_187,Germany,Software,2016,9,seed,2025,21.12,0.62,-1.86,0.62,0.072,-0.088,1.22,0.929,5.61,100.0,0.06,1,70552.24,29738.08,19.29,17,3,0,0,501,1.76,58,0.015,7.94,0,1,1,0,0.196,0.586,0.272,3,158,4,2,0,1,0.132,0,2,58.33,0
C100187,Company_188,Nigeria,Retail,2010,15,seed,2025,24.88,1.84,3.04,1.84,0.493,0.122,1.02,2.654,7.76,100.0,0.08,0,0.0,0.0,20.25,7,2,1,1,489,2.07,54,0.063,6.59,0,0,4,0,0.063,0.116,0.079,2,217,2,2,0,1,0.198,1,0,72.73,0
C100188,Company_189,Brazil,Healthcare,2011,14,series_a,2025,47.43,1.08,-5.91,1.08,-0.132,-0.125,1.87,2.128,1.64,100.0,0.02,2,249939.0,44874.83,13.1,39,4,0,1,528,3.95,56,0.117,26.26,0,1,4,0,0.12,0.592,0.417,4,350,0,2,0,1,0.04,3,0,76.92,0
C100189,Company_190,USA,Healthcare,2011,14,series_a,2025,23.88,3.2,-3.27,3.2,-0.035,-0.137,1.67,0.213,7.24,100.0,0.07,1,185249.1,55359.24,35.11,32,1,0,0,504,1.99,45,0.035,5.08,0,1,0,0,0.029,0.178,0.452,6,43,0,1,0,1,0.05,1,1,66.67,0
C100190,Company_191,Canada,Healthcare,2000,25,series_a,2025,97.62,14.36,-18.76,14.36,-0.233,-0.192,1.72,2.44,46.64,100.0,0.47,2,191363.78,69299.7,36.87,33,3,0,1,488,8.14,53,0.01,40.34,0,1,2,0,0.046,0.586,0.571,5,219,2,4,0,1,0.049,2,3,60.0,0
C100191,Company_192,Brazil,Logistics,2015,10,mature,2025,45.75,6.39,-7.76,6.39,-0.253,-0.17,1.67,2.161,12.33,100.0,0.12,0,0.0,0.0,54.03,27,2,0,0,460,3.81,60,0.043,27.15,0,1,0,0,0.058,0.178,0.285,5,209,3,4,0,1,0.087,0,4,50.0,0
C100192,Company_193,USA,Fintech,2007,18,seed,2025,4.83,0.69,0.31,0.69,0.249,0.064,0.53,1.318,2.04,100.0,0.02,0,0.0,0.0,2.8,1,3,0,1,512,0.4,55,0.013,2.76,0,1,7,0,0.056,0.104,0.158,7,108,1,1,0,1,0.264,1,1,66.67,0
C100193,Company_194,USA,Logistics,2008,17,seed,2025,36.53,5.95,4.0,5.95,-0.336,0.11,2.34,2.099,4.77,100.0,0.05,0,0.0,0.0,7.71,38,2,0,1,515,3.04,49,0.018,8.54,0,1,4,0,0.136,0.044,0.258,1,66,4,2,0,1,0.162,1,0,72.73,0
C100194,Company_195,Germany,Logistics,2020,5,series_a,2025,19.95,2.04,0.26,2.04,0.091,0.013,2.25,2.765,3.85,100.0,0.04,2,166138.68,87169.19,20.7,3,1,0,0,506,1.66,35,0.051,6.93,0,0,5,0,0.068,0.621,0.457,0,131,0,3,0,1,0.191,0,1,63.64,0
C100195,Company_196,Kenya,Dairy,2013,12,seed,2025,100.71,14.97,-10.84,14.97,-0.541,-0.108,1.83,2.427,39.53,100.0,0.4,2,77317.55,1260.58,35.88,10,4,0,1,503,8.39,59,0.015,30.14,0,0,4,0,0.003,0.208,0.395,4,251,0,1,0,1,0.162,1,2,61.54,0
C100196,Company_197,Philippines,Logistics,2021,4,growth,2025,79.81,10.25,5.44,10.25,-0.302,0.068,2.45,1.726,39.33,100.0,0.39,0,0.0,0.0,49.53,9,3,1,0,480,6.65,42,0.082,16.22,0,0,0,0,0.108,0.27,0.286,1,104,3,4,0,1,0.138,1,0,72.73,0
C100197,Company_198,Bangladesh,Manufacturing,2024,1,seed,2025,9.51,1.48,-1.0,1.48,-0.019,-0.105,2.93,1.399,1.52,100.0,0.02,0,0.0,0.0,33.75,36,4,0,1,524,0.79,54,0.088,2.02,0,1,7,0,0.048,0.326,0.026,6,102,3,0,0,1,0.258,0,3,53.85,0
C100198,Company_199,Germany,Retail,2008,17,series_a,2025,51.67,6.11,-2.74,6.11,0.765,-0.053,2.93,0.167,15.05,100.0,0.15,1,114305.17,33875.32,18.66,6,1,0,0,526,4.31,63,0.023,21.48,0,1,0,0,0.011,0.345,0.256,6,280,3,1,0,1,0.185,2,2,64.29,0
C100199,Company_200,Nigeria,Software,2011,14,seed,2025,58.48,8.39,-9.35,8.39,0.379,-0.16,2.2,2.493,1.78,100.0,0.02,1,113884.97,91817.54,49.94,38,3,0,0,526,4.87,42,0.052,3.4,0,1,2,0,0.066,0.111,0.404,0,167,0,4,0,1,0.05,5,1,75.0,0
C100200,Company_201,Kenya,AgTech,2023,2,series_a,2025,49.38,2.86,3.19,2.86,-0.143,0.065,1.17,1.534,11.14,100.0,0.11,1,54005.0,17453.85,8.22,20,3,1,0,516,4.11,53,0.039,17.42,0,1,0,0,0.106,0.214,0.237,2,14,0,4,0,0,0.153,0,2,58.33,0
C100201,Company_202,Canada,Dairy,2002,23,mature,2025,12.16,1.98,-2.27,1.98,-0.204,-0.187,1.63,0.975,2.93,100.0,0.03,0,0.0,0.0,48.98,37,1,0,1,480,1.01,46,0.006,6.32,0,1,0,0,0.2,0.196,0.241,6,119,5,4,0,1,0.171,0,4,50.0,0
C100202,Company_203,Philippines,Energy,2000,25,seed,2025,79.95,13.86,8.63,13.86,0.168,0.108,0.53,0.899,25.21,100.0,0.25,0,0.0,0.0,57.23,4,1,0,0,522,6.66,61,0.02,25.18,0,1,1,0,0.027,0.18,0.254,7,213,3,4,0,1,0.299,2,1,69.23,0
C100203,Company_204,USA,Manufacturing,2005,20,series_a,2025,14.32,0.65,1.47,0.65,0.591,0.103,1.05,0.484,2.75,100.0,0.03,1,119878.15,72360.82,20.26,36,1,0,0,502,1.19,50,0.016,2.93,0,0,6,0,0.006,0.036,0.138,5,276,3,2,0,0,0.051,3,1,71.43,0
C100204,Company_205,USA,Dairy,2012,13,series_a,2025,21.14,3.3,1.06,3.3,0.131,0.05,2.64,1.174,9.42,100.0,0.09,0,0.0,0.0,12.02,21,4,0,0,481,1.76,61,0.095,7.02,0,1,6,0,0.064,0.44,0.255,0,197,5,2,1,1,0.344,3,1,71.43,0
C100205,Company_206,Philippines,Software,2024,1,mature,2025,56.53,0.21,-4.49,0.21,-0.187,-0.08,2.72,0.681,26.31,100.0,0.26,1,50667.91,52605.51,27.71,35,4,0,1,487,4.71,42,0.007,0.97,0,1,4,0,0.103,0.442,0.143,6,22,1,2,0,1,0.261,1,2,61.54,0
C100206,Company_207,USA,Retail,2011,14,seed,2025,172.02,11.44,18.79,11.44,-0.059,0.109,1.87,0.642,41.8,100.0,0.42,0,0.0,0.0,51.7,37,3,0,0,513,14.33,64,0.059,60.68,0,1,5,0,0.053,0.169,0.494,1,132,0,2,0,0,0.221,4,2,68.75,0
C100207,Company_208,Germany,Fintech,2010,15,mature,2025,47.68,6.46,-3.5,6.46,0.226,-0.073,2.69,1.077,1.54,100.0,0.02,2,399186.9,26599.84,11.6,14,1,0,1,536,3.97,61,0.019,27.94,0,1,0,0,0.11,0.321,0.346,5,121,3,1,0,1,0.277,0,2,58.33,0
C100208,Company_209,Kenya,Healthcare,2005,20,series_a,2025,13.15,1.94,-0.51,1.94,0.383,-0.039,2.92,1.366,5.48,100.0,0.05,1,6566.21,49716.09,54.36,4,1,0,0,512,1.1,57,0.02,5.0,0,1,5,0,0.068,0.167,0.387,7,123,4,3,0,1,0.162,1,0,72.73,0
C100209,Company_210,Brazil,E-commerce,2014,11,seed,2025,149.13,3.89,-18.24,3.89,0.729,-0.122,1.86,0.154,55.97,100.0,0.56,1,100903.21,18007.12,9.64,34,3,0,1,474,12.43,52,0.05,13.78,0,1,6,0,0.111,0.376,0.15,6,37,2,3,0,1,0.101,4,2,68.75,0
C100210,Company_211,Bangladesh,Energy,2015,10,seed,2025,26.42,0.81,-1.65,0.81,0.29,-0.063,1.16,0.766,8.21,100.0,0.08,0,0.0,0.0,30.94,39,1,0,0,489,2.2,45,0.04,6.73,0,1,4,0,0.095,0.33,0.27,1,49,5,0,0,1,0.276,1,2,61.54,0
C100211,Company_212,USA,Energy,2019,6,seed,2025,63.44,7.61,7.53,7.61,-0.203,0.119,1.77,2.242,15.01,100.0,0.15,1,17856.13,53650.53,31.12,9,4,1,0,515,5.29,53,0.074,9.64,0,1,0,0,-0.016,0.367,0.486,5,26,5,3,0,1,0.213,0,2,58.33,0
C100212,Company_213,Kenya,AgTech,2015,10,growth,2025,17.91,3.44,-3.56,3.44,0.428,-0.199,1.98,2.459,7.42,100.0,0.07,0,0.0,0.0,43.9,21,3,0,1,500,1.49,47,0.034,6.98,0,1,3,0,0.075,0.13,0.336,7,31,1,1,0,1,0.1,1,3,57.14,0
C100213,Company_214,Bangladesh,Retail,2005,20,series_a,2025,29.64,3.52,0.75,3.52,0.078,0.025,0.54,1.004,2.97,100.0,0.03,0,0.0,0.0,46.44,9,2,0,0,489,2.47,62,0.133,17.12,0,1,5,0,0.108,0.387,0.256,7,17,0,2,0,0,0.142,2,3,60.0,0
C100214,Company_215,Nigeria,Software,2019,6,seed,2025,20.59,3.09,2.1,3.09,0.265,0.102,1.16,1.716,9.23,100.0,0.09,1,19461.03,89253.93,52.82,19,1,0,0,544,1.72,58,0.051,5.34,0,1,1,0,0.072,0.522,0.158,6,175,1,0,0,1,0.188,1,3,57.14,0
C100215,Company_216,India,Healthcare,2012,13,growth,2025,14.06,0.68,1.68,0.68,0.014,0.119,2.89,0.579,6.22,100.0,0.06,2,154577.16,19252.46,27.39,3,1,1,0,484,1.17,47,0.028,2.75,1,1,2,0,0.041,0.288,0.187,4,275,1,1,0,1,0.13,1,1,66.67,0
C100216,Company_217,Germany,Healthcare,2018,7,seed,2025,98.93,9.74,-14.04,9.74,0.072,-0.142,1.48,1.834,3.15,100.0,0.03,0,0.0,0.0,36.76,39,4,0,0,497,8.24,48,0.119,9.15,0,1,5,0,0.118,0.175,0.208,5,153,1,2,0,0,0.176,1,2,61.54,0
C100217,Company_218,Germany,Software,2010,15,mature,2025,5.63,0.1,0.5,0.1,-0.178,0.089,2.47,1.017,2.32,100.0,0.02,0,0.0,0.0,24.85,39,4,0,0,518,0.47,47,0.084,0.23,0,1,1,0,0.166,0.482,0.227,4,202,2,4,0,1,0.041,0,1,63.64,0
C100218,Company_219,Canada,Healthcare,2012,13,series_a,2025,29.18,0.71,-3.16,0.71,0.454,-0.108,1.41,0.766,7.54,100.0,0.08,2,195346.15,85606.15,44.61,1,4,0,0,529,2.43,41,0.066,16.42,0,1,5,0,0.09,0.138,0.066,3,78,2,1,0,1,0.083,4,0,78.57,0
C100219,Company_220,Bangladesh,Fintech,2002,23,seed,2025,50.46,9.41,-8.07,9.41,-0.11,-0.16,1.47,1.801,13.21,100.0,0.13,0,0.0,0.0,11.73,30,2,0,0,525,4.21,52,0.01,2.0,0,1,7,0,0.11,0.429,0.419,6,330,4,3,0,1,0.104,1,2,61.54,0
C100220,Company_221,India,Dairy,2005,20,mature,2025,18.84,1.12,-3.53,1.12,-0.151,-0.187,1.96,1.263,9.14,100.0,0.09,2,11155.46,25037.35,19.44,9,3,0,0,490,1.57,45,0.004,9.4,0,1,1,0,0.022,0.561,0.432,6,336,5,2,0,1,0.373,2,3,60.0,0
C100221,Company_222,USA,Healthcare,2008,17,seed,2025,78.72,9.39,-10.24,9.39,0.25,-0.13,2.38,1.554,35.15,100.0,0.35,2,96717.68,54933.88,25.76,10,3,0,0,529,6.56,44,0.053,18.67,0,0,6,0,0.106,0.287,0.709,0,78,0,0,0,1,0.054,3,2,66.67,0
C100222,Company_223,Brazil,Manufacturing,2011,14,seed,2025,104.32,16.01,-13.84,16.01,0.084,-0.133,2.37,1.618,45.3,100.0,0.45,1,87346.96,26003.55,7.55,34,4,1,0,467,8.69,45,0.027,13.86,0,1,4,0,0.059,0.558,0.177,3,289,3,2,0,1,0.127,2,3,60.0,0
C100223,Company_224,Philippines,Retail,2018,7,seed,2025,16.77,1.97,3.07,1.97,0.06,0.183,2.92,0.956,3.54,100.0,0.04,0,0.0,0.0,10.8,10,1,0,0,504,1.4,63,0.001,7.59,0,1,4,0,0.152,0.085,0.748,2,258,1,3,0,1,0.165,1,1,66.67,0
C100224,Company_225,Nigeria,Healthcare,2006,19,seed,2025,14.43,1.25,1.38,1.25,0.217,0.096,1.1,1.864,1.41,100.0,0.01,0,0.0,0.0,33.64,23,3,1,0,534,1.2,50,0.052,0.56,0,1,6,0,0.101,0.283,0.35,5,57,5,0,0,1,0.23,2,3,60.0,0
C100225,Company_226,India,Dairy,2015,10,mature,2025,33.5,1.21,6.67,1.21,-0.054,0.199,0.64,0.157,7.35,100.0,0.07,0,0.0,0.0,31.47,23,2,1,0,513,2.79,46,0.062,0.21,0,1,6,0,0.15,0.201,0.098,2,261,2,4,0,1,0.131,1,2,61.54,0
C100226,Company_227,Germany,AgTech,2006,19,series_a,2025,37.75,2.85,-7.17,2.85,0.061,-0.19,2.74,0.824,5.43,100.0,0.05,1,146713.29,89596.15,6.94,27,1,0,0,484,3.15,38,0.033,13.69,0,0,2,0,0.031,0.426,0.181,4,212,1,4,0,1,0.191,0,2,58.33,0
C100227,Company_228,Kenya,Manufacturing,2007,18,series_a,2025,12.7,1.18,0.05,1.18,0.248,0.004,1.64,1.069,6.02,100.0,0.06,1,14106.07,94573.67,56.57,34,3,0,1,496,1.06,58,0.088,6.36,0,1,5,0,0.105,0.768,0.271,3,15,3,2,0,1,0.217,0,1,63.64,0
C100228,Company_229,Nigeria,Dairy,2014,11,mature,2025,34.38,0.12,-1.91,0.12,0.082,-0.056,0.98,2.257,16.13,100.0,0.16,1,32116.53,22679.04,23.36,16,2,0,0,457,2.87,41,0.03,14.61,0,1,1,0,0.072,0.354,0.078,3,253,1,2,0,1,0.371,3,1,71.43,0
C100229,Company_230,Kenya,Dairy,2008,17,growth,2025,12.77,0.19,-0.43,0.19,0.024,-0.033,0.75,1.248,2.04,100.0,0.02,1,108398.27,70704.48,63.83,10,1,0,0,546,1.06,58,0.035,0.06,0,1,4,0,0.046,0.055,0.247,7,36,2,2,0,1,0.168,0,3,53.85,0
C100230,Company_231,UK,E-commerce,2011,14,growth,2025,134.34,23.36,21.77,23.36,0.045,0.162,2.07,1.009,45.59,100.0,0.46,0,0.0,0.0,14.74,11,2,0,0,524,11.2,57,0.014,17.97,0,0,7,0,0.155,0.336,0.592,3,221,4,3,0,0,0.219,1,2,61.54,0
C100231,Company_232,Philippines,E-commerce,2021,4,series_a,2025,56.6,1.24,-3.28,1.24,0.095,-0.058,1.76,1.864,0.66,100.0,0.01,0,0.0,0.0,59.76,3,3,0,1,522,4.72,64,0.053,24.07,0,0,7,0,0.157,0.308,0.479,3,107,1,3,0,1,0.103,1,0,72.73,0
C100232,Company_233,UK,E-commerce,2025,0,seed,2025,50.68,6.15,3.63,6.15,0.279,0.072,1.91,2.583,20.91,100.0,0.21,1,54470.88,87107.09,41.76,6,4,0,1,468,4.22,52,0.026,15.83,0,1,0,0,0.087,0.269,0.34,3,29,1,4,0,0,0.268,2,1,69.23,0
C100233,Company_234,Canada,Retail,2014,11,growth,2025,138.68,25.59,-13.44,25.59,-0.016,-0.097,0.64,2.11,61.95,100.0,0.62,1,22108.12,84002.86,66.57,28,4,0,0,524,11.56,47,0.019,77.28,0,1,5,0,0.088,0.118,0.435,4,293,3,4,0,1,0.213,2,0,75.0,0
C100234,Company_235,USA,AgTech,2024,1,growth,2025,94.14,3.29,-16.04,3.29,-0.453,-0.17,2.72,1.826,44.78,100.0,0.45,1,172379.43,99862.53,26.38,26,2,0,0,505,7.85,54,0.025,13.16,0,0,0,0,0.059,0.187,0.03,6,8,5,3,0,1,0.331,1,1,66.67,0
C100235,Company_236,USA,AgTech,2009,16,seed,2025,260.73,7.74,-16.1,7.74,0.244,-0.062,2.99,1.126,79.14,100.0,0.79,0,0.0,0.0,17.41,13,1,0,1,510,21.73,50,0.027,25.7,0,0,1,0,0.079,0.688,0.602,4,273,4,2,0,0,0.176,1,1,66.67,0
C100236,Company_237,Canada,Fintech,2015,10,mature,2025,56.35,4.84,-10.44,4.84,0.283,-0.185,2.39,1.749,26.4,100.0,0.26,0,0.0,0.0,43.49,4,1,0,1,460,4.7,59,0.119,23.89,0,0,2,0,0.048,0.208,0.403,5,12,0,0,0,1,0.239,1,2,61.54,0
C100237,Company_238,India,Fintech,2014,11,series_a,2025,7.06,0.95,-1.22,0.95,-0.207,-0.173,2.17,2.688,2.07,100.0,0.02,0,0.0,0.0,5.35,6,3,0,1,487,0.59,49,0.028,3.46,0,1,4,0,0.008,0.272,0.188,1,237,5,1,1,1,0.211,0,3,53.85,0
C100238,Company_239,Brazil,AgTech,2007,18,series_a,2025,19.44,3.6,3.65,3.6,0.126,0.188,2.84,1.095,5.26,100.0,0.05,2,230092.3,79498.33,40.62,25,1,0,0,524,1.62,50,0.021,9.16,0,1,4,0,0.084,0.361,0.087,0,185,0,3,0,1,0.441,5,1,75.0,0
C100239,Company_240,Germany,Retail,2006,19,growth,2025,177.49,27.69,18.2,27.69,-0.107,0.103,1.69,1.29,2.73,100.0,0.03,1,184322.67,91578.26,32.6,27,1,0,0,526,14.79,44,0.019,25.42,0,1,2,0,0.06,0.32,0.533,1,281,5,3,0,1,0.164,2,2,64.29,0
C100240,Company_241,India,Fintech,2004,21,seed,2025,36.92,5.21,-6.09,5.21,-0.028,-0.165,0.89,0.412,11.03,100.0,0.11,2,251283.92,44937.46,39.98,2,3,1,0,493,3.08,42,0.013,9.91,0,0,4,0,0.128,0.611,0.552,6,132,2,4,0,1,0.446,1,2,61.54,0
C100241,Company_242,USA,Dairy,2025,0,series_a,2025,58.77,10.22,-1.67,10.22,0.116,-0.028,1.62,2.938,28.23,100.0,0.28,2,253473.26,8195.55,24.44,2,2,0,1,489,4.9,54,0.025,23.54,0,1,1,0,-0.015,0.028,0.537,7,26,3,3,0,1,0.145,2,0,75.0,0
C100242,Company_243,India,Energy,2006,19,growth,2025,15.32,2.23,2.45,2.23,-0.665,0.16,1.51,0.679,0.28,100.0,0.0,0,0.0,0.0,40.5,18,3,0,0,528,1.28,49,0.033,1.37,0,1,2,0,0.121,0.327,0.408,7,257,2,4,0,1,0.458,3,3,62.5,0
C100243,Company_244,USA,Software,2017,8,seed,2025,11.58,1.76,1.61,1.76,0.389,0.139,1.24,1.28,1.17,100.0,0.01,1,164911.58,99565.26,23.85,10,4,0,0,517,0.96,46,0.002,3.6,0,1,3,0,0.034,0.1,0.206,5,155,1,4,0,0,0.228,0,0,70.0,0
C100244,Company_245,Germany,Logistics,2020,5,growth,2025,18.75,0.27,3.17,0.27,-0.076,0.169,1.31,1.558,7.38,100.0,0.07,1,189567.97,25405.61,28.68,36,1,0,0,492,1.56,49,0.051,1.17,0,1,6,0,0.072,0.379,0.546,2,128,4,0,0,1,0.389,2,6,50.0,0
C100245,Company_246,USA,Healthcare,2018,7,growth,2025,20.95,0.43,1.53,0.43,-0.771,0.073,1.32,0.226,0.96,100.0,0.01,2,140835.88,9152.95,65.49,17,1,1,0,484,1.75,43,0.005,12.47,0,1,1,0,0.115,0.127,0.373,2,64,0,4,0,0,0.343,2,2,64.29,0
C100246,Company_247,Germany,Logistics,2001,24,series_a,2025,24.02,2.74,1.43,2.74,0.199,0.059,2.9,0.123,1.16,100.0,0.01,3,141351.39,73135.59,49.38,28,3,0,1,480,2.0,56,0.004,5.47,0,0,0,0,-0.014,0.067,0.136,7,14,2,3,0,1,0.316,4,0,78.57,0
C100247,Company_248,India,Software,2001,24,series_a,2025,42.12,5.4,-8.29,5.4,0.056,-0.197,1.95,2.102,13.93,100.0,0.14,0,0.0,0.0,18.3,33,3,1,1,512,3.51,48,0.006,5.06,0,1,4,0,0.016,0.489,0.501,5,56,1,1,0,1,0.061,2,1,69.23,0
C100248,Company_249,USA,E-commerce,2023,2,series_a,2025,19.38,3.7,2.05,3.7,0.486,0.106,2.62,2.854,5.59,100.0,0.06,4,31484.64,75057.35,23.89,15,2,0,1,503,1.61,60,0.048,1.39,0,1,1,0,0.082,0.269,0.422,2,118,0,2,0,0,0.134,1,2,61.54,0
C100249,Company_250,Kenya,Energy,2000,25,seed,2025,36.43,6.26,0.26,6.26,-0.227,0.007,0.66,1.273,0.64,100.0,0.01,1,195973.25,31086.19,12.83,37,2,0,0,471,3.04,42,0.047,3.39,0,0,3,0,0.086,0.206,0.258,5,96,5,1,0,1,0.252,2,1,69.23,0
C100250,Company_251,India,Healthcare,2017,8,series_a,2025,44.44,3.83,-1.76,3.83,0.681,-0.04,0.64,1.365,17.77,100.0,0.18,1,94277.88,3508.43,54.37,30,3,0,0,500,3.7,52,0.115,2.51,0,1,7,0,0.088,0.189,0.475,6,165,4,2,0,1,0.06,2,2,64.29,0
C100251,Company_252,Nigeria,E-commerce,2004,21,seed,2025,10.44,0.11,0.64,0.11,-0.154,0.061,1.95,1.985,3.79,100.0,0.04,0,0.0,0.0,41.03,32,2,1,0,483,0.87,52,0.003,4.03,0,1,3,0,0.052,0.396,0.056,6,320,2,2,0,1,0.077,2,2,64.29,0
C100252,Company_253,India,Dairy,2023,2,seed,2025,9.56,1.75,1.15,1.75,0.03,0.121,2.39,2.467,1.11,100.0,0.01,0,0.0,0.0,44.55,29,4,0,0,499,0.8,38,0.069,2.72,0,1,7,0,0.078,0.374,0.127,3,26,2,2,0,0,0.266,1,1,66.67,0
